,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
4098,33197,33.0,4.7,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,31,7.5623179451646205
4099,9123,38.0,4.6,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,28,12.07404749780293
4100,13626,26.0,4.6,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Urban,20,4.663439017256739
4101,15444,31.0,4.6,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Urban,40,6.116971669631634
4102,24774,22.0,4.9,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,16,10.710903359460598
4103,8372,32.0,4.8,Cloudy,Jam,1,Meal,scooter,1.0,No,Urban,34,7.660316911888339
4104,26226,22.0,4.7,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,10.868838189917042
4105,28986,31.0,3.6,Fog,Low,2,Snack,motorcycle,2.0,No,Metropolitian,37,10.865882927568233
4106,3698,34.0,4.6,Fog,Jam,1,Drinks,scooter,2.0,Yes,Metropolitian,42,19.76238225553413
4107,22517,20.0,4.1,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,39,13.98914757312644
4108,34922,34.0,4.8,Sandstorms,High,2,Buffet,scooter,1.0,No,Metropolitian,31,3.0642670718363476
4109,37087,22.0,5.0,Sandstorms,Low,2,Drinks,scooter,,No,Metropolitian,15,19.839509106564872
4110,17837,26.0,4.5,Stormy,Medium,2,Drinks,scooter,1.0,No,Urban,24,7.660520124259219
4111,24865,34.0,4.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,35,12.256046315737429
4112,39415,38.0,4.7,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,52,12.293207925638878
4113,17721,36.0,3.8,Windy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,40,12.074377561824095
4114,27578,21.0,4.7,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,27,12.09912231416406
4115,17723,27.0,4.5,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,17,4.560903158073935
4116,30566,28.0,4.8,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Urban,21,17.074904532017204
4117,40421,32.0,4.8,Sandstorms,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,42,10.427575355121444
4118,44348,27.0,4.9,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,16.38446703584503
4119,10172,35.0,4.5,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Urban,34,10.724430107083917
4120,33384,37.0,4.7,Windy,High,2,Drinks,scooter,1.0,No,Metropolitian,31,1.5367158906738052
4121,13325,28.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,20,13.97205302461551
4122,18798,21.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,22,19.879870677376758
4123,12146,,,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,1.5126165196659798
4124,17176,37.0,4.3,Fog,Medium,1,Snack,motorcycle,1.0,No,Urban,31,13.830206237299093
4125,27224,28.0,5.0,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,4.596745626394614
4126,9440,20.0,4.6,Sandstorms,High,0,Meal,motorcycle,0.0,No,Urban,20,5.968570257800169
4127,22492,29.0,4.9,Windy,Medium,0,Drinks,motorcycle,1.0,No,,19,4.674644234004984
4128,20520,,,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,28,8.811936584560318
4129,16342,33.0,4.4,Windy,Jam,2,Buffet,motorcycle,1.0,No,,38,10.867258681335587
4130,3563,37.0,4.8,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,9.315024038674505
4131,7427,34.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,45,19.658727827951044
4132,1480,22.0,4.2,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,3.025079988073344
4133,12065,27.0,4.7,Cloudy,Low,2,Meal,electric_scooter,1.0,No,Urban,16,2.9846674426296116
4134,30999,30.0,4.8,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,33,9.055476933186997
4135,4273,35.0,4.8,Fog,High,2,Drinks,motorcycle,1.0,No,Metropolitian,38,3.0882379803042648
4136,2029,36.0,3.6,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,38,12.435842439942062
4137,21840,29.0,2.8,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,31,14.022476786509126
4138,16000,37.0,4.7,Windy,Jam,0,Meal,motorcycle,2.0,No,Urban,39,4.595950274398996
4139,34243,20.0,4.8,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,19,9.34835641897669
4140,7094,30.0,4.2,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,34,5.992049991507868
4141,25932,39.0,5.0,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,19.688407408927393
4142,38645,36.0,4.9,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,20.183799025950687
4143,25327,38.0,4.9,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,15,4.674318853632826
4144,24247,37.0,4.2,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,40,17.09838855660404
4145,8279,28.0,4.9,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,13.621549892343618
4146,11107,32.0,5.0,Cloudy,Low,2,Meal,scooter,1.0,No,Urban,18,9.05552527613744
4147,21063,32.0,4.6,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,28,10.86487049866026
4148,38683,23.0,4.6,Sunny,Medium,1,Buffet,scooter,0.0,No,Urban,12,20.206316416484
4149,2627,24.0,4.7,Cloudy,Low,1,Meal,motorcycle,1.0,No,Urban,20,6880.2727815132275
4150,41681,39.0,4.8,Sunny,Low,1,Drinks,scooter,0.0,No,,28,11.917101549241321
4151,20549,26.0,4.7,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Urban,28,17.077999100699763
4152,43682,26.0,4.8,Sunny,Jam,1,Drinks,motorcycle,1.0,No,,12,4.657952853723973
4153,33520,21.0,5.0,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,20,20.20634489519143
4154,17687,38.0,4.3,Stormy,Medium,1,Snack,scooter,2.0,No,Metropolitian,37,13.990151177314669
4155,8322,28.0,4.6,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,25,13.481268364514982
4156,1253,39.0,4.1,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,32,7.772343594520689
4157,18080,25.0,4.9,Cloudy,High,1,Meal,scooter,,No,Metropolitian,32,6.146633645909954
4158,3633,25.0,4.8,Sunny,Low,1,Meal,scooter,1.0,No,,19,4.395557447060337
4159,11762,23.0,4.8,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,23,20.850948424207758
4160,25489,27.0,4.7,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,1.5322347878366982
4161,28744,28.0,4.3,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,9.088005113399266
4162,11208,27.0,5.0,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,22,9.315071059973226
4163,19962,,,Cloudy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,40,10.564409665779
4164,11461,35.0,4.8,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,20,6.217860329616785
4165,9801,39.0,4.1,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,32,6.209532713867002
4166,14194,30.0,4.7,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,7.631524823609998
4167,41322,,,,,3,Snack,electric_scooter,0.0,No,Metropolitian,20,13.787803344558727
4168,15232,33.0,4.1,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,3.104785918307889
4169,16811,39.0,4.7,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,29,8.937783115325379
4170,24181,28.0,4.1,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,7.7631027847825544
4171,23146,36.0,4.7,Windy,High,2,Meal,scooter,0.0,No,Metropolitian,28,3.073644028493284
4172,43521,39.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Urban,26,6.051989448461392
4173,38619,23.0,4.6,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,29,9.326829542196517
4174,19931,25.0,4.5,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,13,3.018828464141016
4175,36242,39.0,4.3,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,32,6.147404652585687
4176,17989,31.0,4.8,Windy,Low,1,Meal,motorcycle,0.0,No,Urban,23,20.442929762531403
4177,32416,29.0,4.4,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,15,3.1450674354101187
4178,17702,30.0,4.5,Windy,Medium,2,Drinks,scooter,1.0,No,Urban,28,12.420599246574614
4179,28560,34.0,5.0,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,3.0295127519230602
4180,34575,29.0,4.7,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,21,7.660316911888339
4181,44694,34.0,4.8,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,15,4.537394871401189
4182,25070,24.0,4.4,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,21,3.1450674354101187
4183,29652,20.0,4.9,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,15,13.63129313224487
4184,33680,29.0,4.6,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,10,6.147383751654469
4185,33041,28.0,4.9,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,13,10.428262033869533
4186,39288,33.0,4.6,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,12.254988310846937
4187,30714,39.0,4.1,Stormy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,33,3.040649954201759
4188,28881,21.0,4.8,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,23,6.210607623138685
4189,15527,30.0,4.5,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,28,1.5725337265584898
4190,7540,29.0,4.5,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,14,10.711191521352108
4191,3785,30.0,4.6,Sunny,High,2,Drinks,electric_scooter,1.0,No,Urban,22,1.5094817612111415
4192,15044,39.0,4.3,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,37,6.147215320011762
4193,23129,,,,,3,Snack,scooter,0.0,No,Urban,16,1.5147861372373659
4194,19841,30.0,5.0,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,28,9.315729044287183
4195,33090,26.0,4.8,Sandstorms,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,22,5025.874107731573
4196,3356,37.0,4.5,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,16,9.268782493633964
4197,28790,25.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,17.097996940025908
4198,41926,36.0,5.0,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,15,13.766116995769575
4199,6921,25.0,4.9,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,4.596738270226485
4200,28352,35.0,4.6,Sunny,Medium,1,Meal,scooter,1.0,No,Urban,19,4.610133887061302
4201,30745,29.0,4.9,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,18,3.0408160416190784
4202,20109,34.0,5.0,Sunny,Jam,2,Drinks,scooter,,No,Urban,27,10.880650831335046
4203,9931,31.0,4.3,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,36,10.725127399204187
4204,7193,38.0,4.9,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,30,19.915298664496373
4205,2789,21.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,17.297865752893937
4206,43917,33.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,48,19.839448163882842
4207,38206,32.0,4.9,Stormy,Low,2,Buffet,scooter,1.0,No,Urban,29,12.236561539327266
4208,33076,21.0,4.9,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,4.476825726769168
4209,6902,,,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,27,7.760937776564968
4210,17446,20.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,16,7.64972440250561
4211,3548,38.0,4.7,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,25,1.5126000863988953
4212,19815,36.0,4.9,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,19,4.537394871401189
4213,10586,20.0,4.7,Fog,Low,2,Drinks,motorcycle,1.0,No,Urban,14,1.5093844905279536
4214,2338,31.0,4.6,Sandstorms,High,1,Drinks,scooter,1.0,No,Urban,30,3.0734222595348126
4215,21299,35.0,4.9,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,20,10.427667505217308
4216,5264,20.0,4.9,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,23,6.1287577015808035
4217,37847,26.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,37,19.880157869978767
4218,28581,32.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Urban,15,7.441030777012211
4219,39090,36.0,4.4,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,43,16.38489468674857
4220,11963,29.0,4.7,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,18,16.852118690761422
4221,20940,20.0,4.9,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Urban,19,7.5622720556199745
4222,17227,29.0,4.5,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,16,10.279728368125957
4223,7229,38.0,4.6,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,25,10.641051309792738
4224,14896,34.0,4.7,Sandstorms,Low,2,Buffet,scooter,0.0,No,Urban,19,12.417792351385708
4225,26346,36.0,4.6,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,40,13.682516298648101
4226,18986,22.0,4.7,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,48,19.68830862051208
4227,6056,24.0,4.8,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,26,19.367701972034023
4228,19709,28.0,3.9,Sunny,High,0,Meal,motorcycle,1.0,No,Urban,45,1.5126653174804872
4229,38497,21.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,4.717601091654031
4230,28414,34.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,14,9.316238098212658
4231,41941,37.0,4.1,Sandstorms,Medium,2,Snack,scooter,2.0,No,Metropolitian,32,7.761839422210533
4232,15280,25.0,4.8,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Urban,17,1.4897806661060058
4233,40436,25.0,5.0,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,1.512556272737763
4234,3452,33.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,40,10.924100021997468
4235,8569,36.0,4.6,Windy,Low,1,Snack,scooter,1.0,No,Urban,28,3.1450674354101187
4236,17964,34.0,5.0,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,26,19.61865601366183
4237,38856,39.0,4.1,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,33,7.568333080779022
4238,7745,32.0,5.0,Sunny,Medium,0,Drinks,motorcycle,,No,Metropolitian,31,10.724879289285115
4239,17668,23.0,4.6,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,14,1.55456253854414
4240,40319,30.0,4.0,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,38,20.253101372635502
4241,38376,32.0,5.0,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20.182728114835903
4242,30944,,,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,26,4.5609611909558545
4243,31907,29.0,4.2,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,21,3.105355545897636
4244,2245,33.0,4.9,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Urban,43,17.098593053920453
4245,9011,38.0,4.9,Sunny,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,27,12.10010893443606
4246,43145,21.0,4.5,Sandstorms,Medium,1,Snack,scooter,1.0,No,Urban,26,20.17774245119651
4247,40128,24.0,4.5,Stormy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,25,2.9962425456308903
4248,30243,29.0,4.5,Fog,Jam,0,Drinks,motorcycle,1.0,No,Urban,44,12.233151216261005
4249,15257,22.0,5.0,Sandstorms,Medium,1,Drinks,scooter,,No,Urban,25,4.46916652242376
4250,17407,25.0,4.9,Fog,High,0,Meal,motorcycle,1.0,No,Urban,21,6.210169290052349
4251,18424,28.0,4.1,Windy,High,0,Meal,motorcycle,1.0,No,Urban,37,6.217851411965175
4252,19372,27.0,4.8,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Urban,11,9.0553613181401
4253,34271,24.0,4.9,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,16.722380390785805
4254,1032,29.0,4.3,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,44,4.537553114346225
4255,6478,37.0,4.6,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,38,16.826241648639858
4256,14522,24.0,4.6,Cloudy,Medium,2,Meal,scooter,2.0,No,Urban,38,13.613850325897088
4257,7671,27.0,4.6,Stormy,Jam,1,Meal,scooter,1.0,No,,14,4.6102856655685205
4258,38473,27.0,4.5,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,26,13.972194586988255
4259,43115,38.0,4.8,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,25,11.007734763545226
4260,2830,24.0,4.6,Fog,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,15,2.979626519740365
4261,37047,21.0,4.2,Cloudy,Jam,1,Meal,scooter,1.0,Yes,Urban,43,12.256076445503636
4262,41823,23.0,4.7,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,19,1.5544658129590996
4263,14085,34.0,4.7,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,37,13.406029476345417
4264,28612,30.0,4.7,Fog,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,18,4.674266564877404
4265,30821,22.0,4.9,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,19,6.232472211068167
4266,2304,32.0,4.3,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20.442929762531403
4267,41268,35.0,5.0,Windy,Medium,2,Meal,scooter,0.0,No,Metropolitian,22,11.905126355673488
4268,19713,26.0,4.8,Cloudy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,27,12.418480499506252
4269,34909,34.0,4.4,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,31,6.058680731744167
4270,36080,32.0,4.1,Windy,Jam,0,Meal,motorcycle,0.0,No,Urban,49,13.612594236983208
4271,44646,31.0,4.7,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Urban,15,9.220449825431755
4272,532,27.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,25,13.621549892343618
4273,12899,32.0,4.0,Cloudy,High,2,Meal,scooter,0.0,No,Metropolitian,38,1.4906380416554441
4274,962,21.0,4.7,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,35,19.659254035111083
4275,33790,39.0,4.9,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,19,14.045053524747448
4276,2322,24.0,5.0,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17,3.1450674354101187
4277,28329,21.0,4.0,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,1.5525809505003925
4278,32412,38.0,4.0,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,1.4897806661060058
4279,39899,31.0,4.6,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Urban,29,4.717601091654031
4280,44303,32.0,4.9,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,27,19.76090774658795
4281,3105,28.0,4.6,Sandstorms,High,1,Buffet,motorcycle,0.0,No,Metropolitian,11,6.217932880212719
4282,40707,27.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,49,10.602582382281538
4283,43279,23.0,4.7,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,27,16.903235903501507
4284,5089,33.0,4.7,Windy,Low,1,Drinks,scooter,0.0,No,Urban,29,3.0737878691270715
4285,20146,27.0,4.8,Sandstorms,Low,1,Drinks,scooter,,No,Urban,13,10.86506573809728
4286,10407,35.0,4.7,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,37,10.642185461889508
4287,29065,28.0,4.7,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Urban,10,9.075387359302276
4288,13814,24.0,4.7,Stormy,Jam,1,Meal,scooter,0.0,No,Metropolitian,12,4.663456229366004
4289,651,35.0,4.7,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,12,1.5204185984270167
4290,27838,,,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,21,3.1450674354101187
4291,13577,23.0,4.6,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,42,13.768325585931825
4292,23352,30.0,4.3,Stormy,Medium,2,Meal,scooter,0.0,No,Metropolitian,34,12.4184089995958
4293,21439,32.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,4.537513326456459
4294,26203,38.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,33,7.683808717481504
4295,35495,22.0,5.0,Stormy,Low,1,Buffet,motorcycle,1.0,No,Urban,14,3.0642670718363476
4296,10276,34.0,4.9,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,29,9.121049806182535
4297,1684,21.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,14,3.10548530705921
4298,27706,34.0,4.8,Sandstorms,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,33,9.348298806967952
4299,13455,35.0,4.6,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,40,16.721203191604083
4300,14971,24.0,4.7,Windy,High,0,Drinks,motorcycle,0.0,No,Urban,22,1.5147941791427681
4301,25663,,,,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,14,16.983374593885056
4302,28719,32.0,4.8,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,23,1.5725337265584898
4303,30091,39.0,5.0,Cloudy,Medium,1,Snack,scooter,0.0,No,Metropolitian,15,6.242091375470604
4304,40799,33.0,5.0,Fog,Jam,2,Buffet,scooter,2.0,No,Metropolitian,37,7.573225613543872
4305,24007,26.0,4.9,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,42,19.97292994794411
4306,42487,38.0,4.2,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,20,7.790160607276956
4307,17196,28.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,43,13.767318777122638
4308,34255,35.0,4.9,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Urban,28,9.313979921879167
4309,41833,34.0,5.0,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Urban,26,6.117725989658631
4310,45167,32.0,5.0,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,34,4.663432062116656
4311,36806,21.0,4.5,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,7.563061700841188
4312,25392,23.0,4.9,Cloudy,High,2,Buffet,scooter,1.0,No,Metropolitian,27,3.0594028775879756
4313,24334,24.0,4.7,Windy,Low,1,Drinks,motorcycle,0.0,No,Urban,18,12.294166376140266
4314,43288,26.0,4.9,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,10,3.0594433396653913
4315,37721,34.0,4.9,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,28,13.59122480047918
4316,40232,29.0,4.3,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,25,8.987809183206258
4317,27585,37.0,4.1,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,4.656862974108854
4318,20363,36.0,4.2,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,25,3.0406416222998804
4319,14646,22.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Urban,20,17.07802860147151
4320,9405,35.0,4.6,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,21,9.05552527613744
4321,9055,21.0,4.5,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,14,4.674173521469315
4322,22046,25.0,5.0,Cloudy,Medium,0,Meal,motorcycle,2.0,No,Urban,41,20.253058591954634
4323,27108,31.0,3.7,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,36,14.022182614341206
4324,5354,21.0,4.7,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,18,16.635451215518973
4325,35161,37.0,4.0,Fog,Low,0,Snack,motorcycle,2.0,Yes,Metropolitian,43,10.86826281991422
4326,39803,23.0,4.6,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Urban,36,12.435256734958136
4327,2150,37.0,4.6,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,19,2.979500009128889
4328,27147,26.0,4.5,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,17,3.1450674354101187
4329,4741,30.0,4.6,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,23,7.76176872600772
4330,32277,31.0,4.5,Stormy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,20,3.1450674354101187
4331,9845,30.0,3.5,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,38,14.022476786509126
4332,39856,20.0,4.8,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,23,3.0734222595348126
4333,29395,,,,,3,Snack,scooter,1.0,No,Urban,36,10.725453068544148
4334,1395,23.0,4.9,Sandstorms,High,2,Buffet,scooter,1.0,No,Urban,13,6.14716055847898
4335,28978,24.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,27,4.663310851502866
4336,21757,21.0,4.7,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,26,6.2100611760488995
4337,11281,32.0,4.8,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,28,7.660316911888339
4338,1319,29.0,4.5,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,24,20.853334608081056
4339,38874,34.0,4.7,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,14.152800689506924
4340,37473,24.0,4.8,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,27,12.108722441755509
4341,38416,22.0,4.9,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,10,12.099390766415885
4342,6381,36.0,4.8,Sunny,Low,1,Meal,motorcycle,1.0,No,Urban,11,3.1212757416350456
4343,6687,33.0,4.9,Sunny,Low,2,Snack,motorcycle,0.0,No,Metropolitian,17,14.022136830347735
4344,26871,33.0,4.6,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Urban,19,3.104782361698969
